volume (mL),T188C Red LC[24May2024_CA-CTD_T188C] (UV),volume (mL),T188C Red LC[24May2024_CA-CTD_T188C] (Molar mass),volume (mL),WT LC[24May2024_CA-CTD_T188C] (UV),volume (mL),WT LC[24May2024_CA-CTD_T188C] (Molar mass),volume (mL),T188C Ox LC[23May2024_CA-CTD_T188C] (UV),volume (mL),T188C Ox LC[23May2024_CA-CTD_T188C] (Molar mass),volume (mL),T188C Ox[23May2024_CA-CTD_T188C] (UV),volume (mL),T188C Ox[23May2024_CA-CTD_T188C] (Molar mass),volume (mL),BSA LC[24May2024_CA-CTD_T188C] (UV),volume (mL),BSA LC[24May2024_CA-CTD_T188C] (Molar mass),volume (mL),WT[23May2024_CA-CTD_T188C] (UV),volume (mL),WT[23May2024_CA-CTD_T188C] (Molar mass),volume (mL),BSA[23May2024_CA-CTD_T188C] (UV),volume (mL),BSA[23May2024_CA-CTD_T188C] (Molar mass),volume (mL),T188C Red[23May2024_CA-CTD_T188C] (UV),volume (mL),T188C Red[23May2024_CA-CTD_T188C] (Molar mass)
0.0873561358447489,0.00252395078169922,17.3630926438201,47339.1322587333,0.0853144453957382,-0.018071772407578,17.5125570392729,13421.2490064231,0.0887228025114155,0.00461018648340566,16.8510052151671,16489.3078034458,0.0923644471405462,0.00132130841727379,16.930397941493,18712.2600218882,0.0857644691780822,0.00100933702279061,14.7689786598018,78674.3612740579,0.0862227787290715,0.00449638084210647,16.8148313091549,13453.9175734241,0.0912311138072129,0.000635245203650539,12.9058057015082,169836.662307818,0.0903144471405462,0.000999046878030741,16.8105060488296,15013.6463329353
0.0957734160958904,0.00260656226686369,17.3715099240712,46067.4265104965,0.0937317232686454,-0.0183189307210582,17.5293915950187,12493.0598119242,0.0971400827625571,0.00473983594987573,16.8678397756694,17335.3082615021,0.100781725187934,0.00134513308259799,16.97248433173,19100.2861139505,0.0941817494292237,0.00119925088792209,14.8110650610575,78029.1140270129,0.0946400566019787,0.00458220692601348,16.8232485870279,13539.337626443,0.0996483918546008,0.000685429264394501,12.9142229795556,167873.832642793,0.0987317251879342,0.00102408233378503,16.818923326877,15012.9758164909
0.104190696347032,0.00266311797004698,17.3799272043224,36710.4700213447,0.102149001141553,-0.0185180014351814,17.5462261507645,11757.5462704281,0.105557363013699,0.00476117726920809,16.8846743361717,16880.6780597308,0.109199003235322,0.00136415098695629,17.0145707219669,19189.5677235698,0.102599029680365,0.00134403263215428,14.8531514623132,79046.102472415,0.103057334474886,0.00465405785185948,16.8316658649008,13727.1015379043,0.108065669901989,0.000713992909545488,12.922640257603,165627.902614526,0.107149003235322,0.00104475384908394,16.8273406049244,15065.4690726987
0.112607976598174,0.00269684541020554,17.3883444845735,27313.9257940907,0.11056627901446,-0.0186908030362649,17.5630607065103,10943.3120474966,0.11397464326484,0.00478155096643228,16.901508896674,16823.3794668352,0.11761628128271,0.00137927187270016,17.0566571122038,19124.5558029005,0.111016309931507,0.00141009601526799,14.8952378635689,79141.6517654054,0.111474612347793,0.00471067063436614,16.8400831427737,13787.5336042112,0.116482947949377,0.000727216849446354,12.9310575356504,163404.179487213,0.11556628128271,0.00105902015314784,16.8357578829718,15201.0145897437
0.121025256849315,0.00270465682127454,17.3967617648247,22884.8576809423,0.118983556887367,-0.0188770598813725,17.5798952622562,10492.0066538841,0.122391923515982,0.00479592125560318,16.9183434571763,18754.0637413826,0.126033559330098,0.00139114978538982,17.0987435024408,18862.8463745839,0.119433590182648,0.00144314611297264,14.9373242648247,79547.7467379392,0.1198918902207,0.00475857691867288,16.8485004206466,13963.6003845299,0.124900225996765,0.000730223433756243,12.9394748136978,161942.597254648,0.123983559330098,0.00106798174403209,16.8441751610191,15333.4089584472
0.129442537100457,0.00271343009429245,17.4051790450758,23008.313832456,0.127400834760274,-0.0190754975477768,17.596729818002,10113.7588372792,0.130809203767123,0.00480497042642538,16.9351780176785,18969.8657232795,0.134450837377486,0.00139943197451768,17.1408298926777,18816.4345245458,0.12785087043379,0.00142053807573497,14.9794106660804,81205.7540061763,0.128309168093607,0.00479983257671417,16.8569176985195,14184.5353246826,0.133317504044153,0.000722566451444071,12.9478920917452,160897.034162112,0.132400837377486,0.00107218630534665,16.8525924390665,15404.535431054
0.137859817351598,0.0027113036935347,17.4135963253269,23106.6052519806,0.135818112633181,-0.019284575238976,17.6135643737478,10249.0120421712,0.139226484018265,0.00479877983566954,16.9520125781808,18534.1957307608,0.142868115424874,0.00140215027342875,17.1829162829147,18783.159971972,0.136268150684932,0.00131807027424741,15.0214970673361,86819.2695026186,0.136726445966514,0.00483092588387807,16.8653349763924,14295.0295489867,0.141734782091541,0.00070459719450824,12.9563093697926,161070.198720023,0.140818115424874,0.00107296398084648,16.8610097171139,15419.9532289167
0.14627709760274,0.00269950839614382,17.4220136055781,23135.6033284477,0.144235390506088,-0.0194774007188332,17.6303989294936,11213.4956681047,0.147643764269406,0.00478518815098511,16.9688471386831,19063.0285171277,0.151285393472262,0.00140025476473731,17.2250026731516,18973.5211166578,0.144685430936073,0.00123036183220928,15.0635834685918,90099.6154863103,0.145143723839422,0.00485388846140953,16.8737522542653,14435.6834483127,0.150152060138929,0.000681401950544521,12.96472664784,160760.317270829,0.149235393472262,0.00107239708467579,16.8694269951613,15430.1506694799
0.154694377853881,0.0026310151143057,17.4304308858292,25776.7356424732,0.152652668378995,-0.0196908437794553,17.6472334852394,11893.1842603327,0.156061044520548,0.0047243613072631,16.9856816991854,20026.0545223673,0.15970267151965,0.00139851480084773,17.2670890633885,18905.619230928,0.153102711187215,0.00115007930737901,15.1056698698475,93958.8234863811,0.153561001712329,0.00487212313604705,16.8821695321382,14550.9249530238,0.158569338186316,0.000655791308446534,12.9731439258874,159762.590328392,0.15765267151965,0.0010710386516509,16.8778442732087,15452.1464603839
0.163111658105023,0.0025482356572034,17.4388481660804,28326.1261953321,0.161069946251903,-0.019856625882516,17.6640680409852,12445.1367817362,0.16447832477169,0.00463133409118069,17.0025162596877,20931.1106361329,0.168119949567038,0.00139802871486234,17.3091754536255,19219.9047317638,0.161519991438356,0.00107621673928773,15.1477562711032,97995.0001791685,0.161978279585236,0.00488659935481728,16.8905868100111,14607.5539305802,0.166986616233704,0.000626972152586735,12.9815612039347,158153.424226917,0.166069949567038,0.00106714497520978,16.8862615512561,15486.4652539859
0.171528938356164,0.00250704599634432,17.4472654463315,30293.7696302465,0.16948722412481,-0.0200191109197992,17.680902596731,12194.249634736,0.172895605022831,0.00454897598124619,17.0193508201899,21039.0358814493,0.176537227614426,0.00139865135238099,17.3512618438624,19420.139309569,0.169937271689498,0.000999839799197537,15.1898426723589,103923.684916174,0.170395557458143,0.00489820950514688,16.899004087884,14752.6333513013,0.175403894281092,0.000592015064344858,12.9899784819821,156898.423504797,0.174487227614426,0.00106069021326201,16.8946788293035,15562.0062595962
0.179946218607306,0.00247714415806294,17.4556827265826,29525.8519619743,0.177904501997717,-0.0201791604596541,17.6977371524769,11869.576498209,0.181312885273973,0.00447639065633454,17.0361853806922,19835.9356168424,0.184954505661814,0.00139922773406238,17.3933482340994,19282.5192601379,0.178354551940639,0.00089692304749941,15.2319290736146,111573.972669972,0.17881283533105,0.00490778792181067,16.9074213657569,14944.4733471109,0.18382117232848,0.000555669828189359,12.9983957600295,155521.619607568,0.182904505661814,0.00105567150823375,16.9030961073509,15661.5077169418
0.188363498858447,0.00245322697041821,17.4641000068338,30399.3242770379,0.186321779870624,-0.0203672856462545,17.7145717082227,10932.0836075621,0.189730165525114,0.00438926693367154,17.0530199411945,19380.5007061829,0.193371783709202,0.00139955172557594,17.4354346243363,18796.490837651,0.186771832191781,0.000745456636489775,15.2740154748703,125448.661015282,0.187230113203957,0.00491559501399426,16.9158386436298,15069.9112803606,0.192238450375868,0.000519251065815903,13.0068130380769,154218.582103447,0.191321783709202,0.00105355478180862,16.9115133853982,15741.8643065814
0.196780779109589,0.00242493588926144,17.4725172870849,29425.474736766,0.194739057743531,-0.0205781643576487,17.7314062639685,10467.9944101769,0.198147445776256,0.00430977044727894,17.0698545016968,19501.9100641471,0.20178906175659,0.00139965271686971,17.4775210145732,18546.8003797326,0.195189112442922,0.000575585206913179,15.316101876126,145779.909206129,0.195647391076865,0.00492143234891529,16.9242559215027,15154.3535496937,0.200655728423256,0.000479921928925593,13.0152303161243,153542.710398248,0.19973906175659,0.00105190463855375,16.9199306634456,15799.8494217474
0.205198059360731,0.00239271051524784,17.4809345673361,27823.1773198255,0.203156335616438,-0.0207051369731563,17.7482408197143,10296.6205052962,0.206564726027397,0.00426008477327441,17.0866890621991,24310.2175668958,0.210206339803978,0.00139669546784194,,,0.203606392694064,0.000411343725023712,15.3581882773817,174819.897213796,0.204064668949772,0.00492369494572955,16.9326731993756,15159.7392790467,0.209073006470644,0.00044169455327805,13.0236475941717,152773.885255582,0.208156339803978,0.00105051115704547,16.928347941493,15921.5541237535
0.213615339611872,0.00236098750259567,17.4893518475872,26122.3521808223,0.211573613489346,-0.0207955766228409,17.7650753754601,10302.724860149,0.214982006278539,0.00421926043902599,17.1035236227014,31205.0235159418,0.218623617851365,0.00139141975694569,,,0.212023672945206,0.000279476720403483,15.4002746786374,220240.292904056,0.212481946822679,0.00492378918475316,16.9410904772486,15163.6805813391,0.217490284518032,0.000407778650487084,13.0320648722191,151974.570710761,0.216573617851365,0.00104803018946502,16.9367652195404,15997.561671087
0.222032619863014,0.0023246605836667,17.4977691278384,24032.0355024361,0.219990891362253,-0.0208714746653526,17.7819099312059,10214.8746064091,0.22339928652968,0.00414845796403638,17.1203581832036,29952.0958029555,0.227040895898753,0.00138497926824135,,,0.220440953196347,0.000159735616536623,15.4423610798931,325144.279062712,0.220899224695586,0.00492061692282696,16.9495077551215,15183.7516228908,0.22590756256542,0.00037717328170343,13.0404821502665,150836.527368063,0.224990895898753,0.0010445832524701,16.9451824975878,16023.2099120962
0.230449900114155,0.00228424945815661,17.5061864080895,21660.6995057482,0.22840816923516,-0.0209413798683702,17.7987444869518,9943.08895858486,0.231816566780822,0.00405101107316106,17.1371927437059,26670.2117880031,0.235458173946141,0.00137898646302057,,,0.228858233447489,5.04095885852371E-5,15.4844474811489,713135.491036046,0.229316502568493,0.00491382284625752,16.9579250329944,15169.2947373025,0.234324840612808,0.000347817043617145,13.0488994283138,149691.721813343,0.233408173946141,0.00103926686920219,16.9535997756352,16077.652335437
0.238867180365297,0.00224393081200668,17.5146036883406,19925.9936476303,0.236825447108067,-0.0210061191781171,17.8155790426976,10291.1558323428,0.240233847031963,0.00395414367675113,17.1540273042082,24538.253504238,0.243875451993529,0.00137302946550665,,,0.23727551369863,-6.70539552352268E-5,,,0.2377337804414,0.0049079699184068,16.9663423108673,15214.5034719682,0.242742118660196,0.000320082142967134,13.0573167063612,148721.864539206,0.241825451993529,0.00103353999810667,16.9620170536826,16114.7580333717
0.247284460616438,0.00220710043915842,17.5230209685918,18818.9967880645,0.245242724980974,-0.0210403589964806,17.8324135984434,17192.6940070901,0.248651127283105,0.0038492198814536,17.1708618647105,22392.6284068173,0.252292730040917,0.00136677650617103,,,0.245692793949772,-0.000238332220765002,,,0.246151058314307,0.00490256406019901,16.9747595887402,15232.5024186677,0.251159396707584,0.000295422991167363,13.0657339844086,148818.55521935,0.250242730040917,0.00102684407101497,16.97043433173,16128.2293280734
0.25570174086758,0.00217335897182422,17.5314382488429,17708.7350493151,0.253660002853881,-0.0210693033265616,17.8492481541892,40926.3207847384,0.257068407534247,0.00373998524080381,17.1876964252128,20806.5606557819,0.260710008088305,0.0013615238742128,,,0.254110074200913,-0.000378134482034879,,,0.254568336187215,0.00489743381506125,16.9831768666131,15236.6103384048,0.259576674754972,0.000273472396305223,13.074151262456,148519.469700269,0.258660008088305,0.00102062503835993,16.9788516097773,16149.1712593998
0.264119021118721,0.00214009285821676,17.5398555290941,20277.2950306982,0.262077280726788,-0.0210938648090452,17.866082709935,67365.8041659088,0.265485687785388,0.00370939135248184,17.2045309857151,19231.2069464805,0.269127286135693,0.00135674064114165,,,0.262527354452055,-0.000500979072860815,,,0.262985614060122,0.00489248465339068,16.991594144486,15259.1588403879,0.26799395280236,0.000253081897771852,13.0825685405034,147934.539917595,0.267077286135693,0.0010152321500553,16.9872688878247,16196.0485850669
0.272536301369863,0.00209540341861721,17.5482728093452,24101.834400239,0.270494558599696,-0.0211103453658269,17.8829172656808,54044.2179614768,0.27390296803653,0.00373398466697166,17.2213655462174,18518.9313703294,0.277544564183081,0.0013523630829819,,,0.270944634703196,-0.00060912585427683,,,0.271402891933029,0.00488769317341152,17.0000114223589,15312.4792706608,0.276411230849748,0.00023200797584443,13.0909858185508,147388.774141695,0.275494564183081,0.00101056620940841,16.9956861658721,16224.7839016344
0.280953581621005,0.00203845120655146,17.5566900895963,28276.4649989191,0.278911836472603,-0.0211245132315451,17.8997518214266,34396.648995334,0.282320248287671,0.00376831323029079,17.2382001067196,18371.770493681,0.285961842230469,0.00134771923208282,,,0.279361914954338,-0.000684503122359416,,,0.279820169805936,0.00488298091297191,17.0084287002318,15388.209349313,0.284828508897136,0.000209023464301689,13.0994030965982,146864.747077487,0.283911842230469,0.0010067001245291,17.0041034439195,16238.5296665614
0.289370861872146,0.00197075105573218,17.5651073698475,31717.4988713277,0.28732911434551,-0.0211367136452797,17.9165863771725,24523.9496306046,0.290737528538813,0.00378526482569062,17.2550346672219,19209.6587875933,0.294379120277857,0.00134157675599009,,,0.287779195205479,-0.000740512563769753,,,0.288237447678843,0.00487917651512511,17.0168459781047,15504.3150657813,0.293245786944524,0.000187162023688631,13.1078203746456,146611.896886615,0.292329120277857,0.0010040465286337,17.0125207219669,16233.0600101028
0.297788142123288,0.00184116738703471,17.5735246500986,33502.3223942101,0.295746392218417,-0.021197064427147,17.9334209329183,25450.4254211529,0.299154808789954,0.00378672955196658,17.2718692277242,20431.3622245214,0.302796398325245,0.00133538807912417,,,0.296196475456621,-0.000785370019623073,,,0.29665472555175,0.0048752167157426,17.0252632559776,15578.5463104943,0.301663064991912,0.000167344899260013,13.1162376526929,146094.442750564,0.300746398325245,0.00100200254255348,17.0209380000143,16210.1780282224
0.306205422374429,0.00174140911602875,17.5819419303498,32611.8314726835,0.304163670091324,-0.0212656660193771,17.9502554886641,22739.049872013,0.307572089041096,0.00375862233145222,17.2887037882265,21003.6060188101,0.311213676372633,0.00133169903758151,,,0.304613755707763,-0.000826194055342513,,,0.305072003424658,0.00487111005256082,17.0336805338505,15660.0884237204,0.3100803430393,0.000149327260135704,13.1246549307403,145380.168522978,0.309163676372633,0.000999996514195712,17.0293552780617,16172.6559452424
0.314622702625571,0.0017244451017539,17.5903592106009,29138.4802968294,0.312580947964231,-0.0213261620121833,17.9670900444099,18692.7038378396,0.315989369292238,0.00368098882957191,17.3055383487288,20626.0163548039,0.319630954420021,0.00133058093236521,,,0.313031035958904,-0.000863555647518405,,,0.313489281297565,0.00486631353479316,17.0420978117234,15759.8655936708,0.318497621086688,0.000133790743259731,13.1330722087877,144867.479071251,0.317580954420021,0.000998018074679064,17.0377725561091,16139.8923201794
0.323039982876712,0.00174760743206206,17.5987764908521,30008.4723404488,0.320998225837139,-0.0213793991144113,17.9839246001557,16382.3233517634,0.324406649543379,0.00357711509151153,17.322372909231,19135.9026192394,0.328048232467409,0.00133016134652068,,,0.321448316210046,-0.00090716465690081,,,0.321906559170472,0.00486178607508529,17.0505150895963,15848.8857714208,0.326914899134076,0.000119501727522655,13.1414894868351,144420.777353971,0.325998232467409,0.000996266609315714,17.0461898341565,16160.9419592387
0.331457263127854,0.00177507870604754,17.6071937711032,30361.9559889683,0.329415503710046,-0.0214717729425731,18.0007591559015,13631.2810898701,0.332823929794521,0.00347961290962083,17.3392074697333,18321.0411862418,0.336465510514797,0.00133029384427974,,,0.329865596461187,-0.000954534759425539,,,0.330323837043379,0.00485696236228579,17.0589323674693,15909.2093490791,0.335332177181463,0.000106292951538509,13.1499067648825,143943.395113954,0.334415510514797,0.00099285466503002,17.0546071122038,16202.2348560806
0.339874543378995,0.00180523317429294,17.6156110513543,30483.7017232441,0.337832781582953,-0.0215626250069051,18.0175937116473,25873.8005661388,0.341241210045662,0.0034224701113248,17.3560420302356,19221.5163817685,0.344882788562185,0.00133026510257939,,,0.338282876712329,-0.00100517315505464,,,0.338741114916286,0.00485187338841081,17.0673496453422,15913.6251129343,0.343749455228851,9.31216000238713E-5,13.1583240429299,143818.070192004,0.342832788562185,0.000989220351243326,17.0630243902512,16246.6532361097
0.348291823630137,0.00183748772405245,17.6240283316055,29857.4805309393,0.34625005945586,-0.0215859929501619,18.0344282673931,27680.7869704095,0.349658490296804,0.00340423545130935,17.3728765907379,20373.4152799154,0.353300066609573,0.00133008799932319,,,0.34670015696347,-0.00103508354470485,,,0.347158392789193,0.00484565579923187,17.0757669232151,15922.9638727723,0.352166733276239,7.92273400863502E-5,13.1667413209773,143660.948734541,0.351250066609573,0.000986330321064719,17.0714416682986,16293.0107421662
0.356709103881279,0.00186243536558609,17.6324456118566,27460.730010756,0.354667337328767,-0.0215442806443458,18.051262823139,24562.6876389758,0.358075770547945,0.00342751907420647,17.3897111512402,21082.6518228551,0.361717344656961,0.00132779439547097,,,0.355117437214612,-0.00105219858700574,,,0.3555756706621,0.00483905780274129,17.084184201088,16001.3420348983,0.360584011323627,6.60349617011513E-5,13.1751585990247,143500.136264539,0.359667344656961,0.000983732462601619,17.079858946346,16324.233771086
0.36512638413242,0.00188088873704988,17.6408628921078,26389.6216627715,0.363084615201674,-0.0215121103482047,18.0680973788848,21497.9027916537,0.366493050799087,0.00348435895423835,17.4065457117425,20141.9880876885,0.370134622704349,0.00132359523696766,,,0.363534717465753,-0.00105818849816081,,,0.363992948535008,0.00483213453735966,17.0926014789609,16285.9345896531,0.369001289371015,5.48392056507043E-5,13.1835758770721,143749.128123974,0.368084622704349,0.000981385876688736,17.0882762243934,16340.9410633425
0.373543664383562,0.00189021984319247,17.6492801723589,27367.48715918,0.371501893074582,-0.0214890451626457,18.0849319346306,18600.4918633539,0.374910331050228,0.00356340782330472,17.4233802722447,19219.3157459978,0.378551900751737,0.0013184265691625,,,0.371951997716895,-0.00105246386567245,,,0.372410226407915,0.00482557070977507,17.1010187568338,16514.3570905122,0.377418567418403,4.68954156696749E-5,13.1919931551194,143907.849045571,0.376501900751737,0.000979137995858171,17.0966935024408,16342.3868210372
0.381960944634703,0.00189461434765049,17.65769745261,29725.2773628223,0.379919170947489,-0.0214890876487818,18.1017664903764,24635.4760483066,0.38332761130137,0.00362707767279373,17.440214832747,21211.874501603,0.386969178799125,0.0013146982459907,,,0.380369277968037,-0.00105262678176618,,,0.380827504280822,0.00481993241500817,17.1094360347067,16660.4019544515,0.385835845465791,3.969643634729E-5,13.2004104331668,143931.778414105,0.384919178799125,0.000975968016086269,17.1051107804882,16314.8855582657
0.390378224885845,0.00188867739456436,17.6661147328612,31535.0548742875,0.388336448820396,-0.0215422623118021,18.1186010461222,25463.6740973323,0.391744891552511,0.00367690178789928,17.4570493932493,23722.9262766167,0.395386456846513,0.00131293615606456,,,0.388786558219178,-0.00105812300986945,,,0.389244782153729,0.00481600832906116,17.1178533125796,16710.7757817828,0.394253123513179,3.31245691793019E-5,13.2088277112142,143808.125777811,0.393336456846513,0.000971980164853858,17.1135280585356,16309.1330176184
0.398795505136986,0.00187363664042712,17.6745320131123,32630.336042091,0.396753726693303,-0.0216074520297717,18.135435601868,20546.7407195171,0.400162171803653,0.00370262777261525,17.4738839537516,24389.8141399286,0.4038037348939,0.00131142447470741,,,0.39720383847032,-0.00109281368820339,,,0.397662060026636,0.00481185104080204,17.1262705904525,16626.6785771023,0.402670401560567,2.67876788133189E-5,13.2172449892616,143669.288057672,0.4017537348939,0.000965270327685881,17.1219453365829,16318.4316913327
0.407212785388128,0.00183507585995674,17.6829492933635,32216.3135219162,0.40517100456621,-0.0216678361342631,18.1522701576138,19226.0938298036,0.408579452054795,0.00366646884422118,17.4907185142539,20461.2230415284,0.412221012941288,0.00131011487564527,,,0.405621118721461,-0.00111517404444541,,,0.406079337899543,0.00480746989014973,17.1346878683254,16550.7497934449,0.411087679607955,1.99502263367883E-5,13.225662267309,143507.931741226,0.410171012941288,0.000960392897774355,17.1303626146303,16335.1038423946
0.415630065639269,0.00181685275618929,17.6913665736146,30527.1416280762,0.413588282439117,-0.0217238472470262,18.1691047133597,18835.344212168,0.416996732305936,0.00360982210474959,17.5075530747562,18172.1936709888,0.420638290988676,0.00130837892301693,,,0.414038398972603,-0.00113679551516422,,,0.41449661577245,0.00480204404122579,17.1431051461983,16486.641191763,0.419504957655343,1.12749657020228E-5,13.2340795453564,143399.920049935,0.418588290988676,0.000957231845001432,17.1387798926777,16334.8830638526
0.424047345890411,0.00181118915742321,17.6997838538658,26186.8633137464,0.422005560312024,-0.0217795902522944,18.1859392691055,18272.9634624192,0.425414012557078,0.00350977204339538,17.5243876352584,17817.0895567035,0.429055569036064,0.00130474954235034,,,0.422455679223744,-0.00115789073883516,,,0.422913893645358,0.00479512100442557,17.1515224240712,16426.4159345055,0.427922235702731,9.0195366302791E-7,13.2424968234038,143355.519880691,0.427005569036064,0.000954592363521904,17.1471971707251,16311.532525283
