volume (mL),WT[23May2024_CA-CTD_T188C] (UV),volume (mL),WT[23May2024_CA-CTD_T188C] (Molar mass),volume (mL),WT LC[24May2024_CA-CTD_T188C] (UV),volume (mL),WT LC[24May2024_CA-CTD_T188C] (Molar mass),volume (mL),T188C Red[23May2024_CA-CTD_T188C] (UV),volume (mL),T188C Red[23May2024_CA-CTD_T188C] (Molar mass),volume (mL),T188C Red LC[24May2024_CA-CTD_T188C] (UV),volume (mL),T188C Red LC[24May2024_CA-CTD_T188C] (Molar mass),volume (mL),T188C Ox[23May2024_CA-CTD_T188C] (UV),volume (mL),T188C Ox[23May2024_CA-CTD_T188C] (Molar mass),volume (mL),T188C Ox LC[23May2024_CA-CTD_T188C] (UV),volume (mL),T188C Ox LC[23May2024_CA-CTD_T188C] (Molar mass)
0.00205,0.002733799,16.73065853,10344.57806,0.001141667,-0.012043705,17.34421148,10316.40094,0.006141667,0.000562333,16.72633327,13569.36911,0.003183333,0.001279452,17.27891984,152427.5476,0.008191667,0.000761361,16.50953404,24834.38896,0.00455,0.001921077,16.68265961,16556.81381
0.010467278,0.003010019,16.73907581,11181.45608,0.009558945,-0.013298155,17.36104604,9969.607041,0.014558945,0.000619062,16.73475055,13705.86106,0.011600614,0.001347934,17.28733712,134704.0691,0.016608945,0.000839202,16.55162043,22056.82695,0.01296728,0.002067899,16.69949417,17255.47456
0.018884556,0.003251023,16.74749309,11869.72442,0.017976222,-0.014382178,17.37788059,9480.10992,0.022976223,0.000667887,16.74316782,13791.23795,0.020017894,0.001406912,17.2957544,94000.08359,0.025026223,0.000906233,16.59370682,19343.56505,0.021384561,0.002290064,16.71632873,16958.24084
0.027301834,0.003464184,16.75591036,12154.03223,0.0263935,-0.015285875,17.39471515,9005.971601,0.031393501,0.000711822,16.7515851,13828.21741,0.028435174,0.001502277,17.30417168,70877.24489,0.033443501,0.000967141,16.63579321,18954.57214,0.029801841,0.002510992,16.73316329,17143.8937
0.035719111,0.003657203,16.76432764,12174.6891,0.034810778,-0.016025476,17.4115497,8751.051536,0.039810779,0.000755541,16.76000238,13906.07603,0.036852454,0.001617406,17.31258896,56735.15433,0.041860779,0.001028758,16.6778796,18534.45188,0.038219121,0.002730058,16.74999785,17476.60626
0.044136389,0.003834048,16.77274492,12100.65102,0.043228056,-0.016606581,17.42838426,9006.232236,0.048228057,0.000803339,16.76841966,14079.59314,0.045269735,0.001760826,17.32100624,49352.47555,0.050278057,0.001092011,16.71996599,18296.25442,0.046636401,0.002952252,16.76683241,17133.40225
0.052553667,0.003996631,16.7811622,12182.07223,0.051645334,-0.01703435,17.44521882,9103.689252,0.056645335,0.000853024,16.77683694,14360.29636,0.053687015,0.001928169,17.32942352,44897.53113,0.058695335,0.001152482,16.76205238,18620.19315,0.055053682,0.003256089,16.78366697,16415.22772
0.060970945,0.004144767,16.78957948,12510.97156,0.060062612,-0.017326108,17.46205337,9348.705967,0.065062613,0.000896894,16.78525421,14777.48977,0.062104295,0.00211547,17.3378408,41334.72395,0.067112613,0.001205269,16.80413877,18682.25278,0.063470962,0.003643964,16.80050153,16337.48635
0.069388223,0.0042779,16.79799675,12906.17353,0.06847989,-0.017588612,17.47888793,11119.67442,0.073479891,0.000935596,16.79367149,15007.04159,0.070521575,0.002277118,17.34625808,39091.89748,0.075529891,0.001251276,16.84622516,18436.93437,0.071888242,0.004026626,16.81733609,16538.42893
0.077805501,0.004394611,16.80641403,13249.55267,0.076897168,-0.01782656,17.49572248,13172.98274,0.081897169,0.000969752,16.80208877,15029.23213,0.078938856,0.002415839,17.35467536,45280.61395,0.083947169,0.001290483,16.88831155,18573.06738,0.080305522,0.004377016,16.83417065,16643.57449
0.086222779,0.004496381,16.81483131,13453.91757,0.085314445,-0.018071772,17.51255704,13421.24901,0.090314447,0.000999047,16.81050605,15013.64633,0.087356136,0.002523951,17.36309264,47339.13226,0.092364447,0.001321308,16.93039794,18712.26002,0.088722803,0.004610186,16.85100522,16489.3078
0.094640057,0.004582207,16.82324859,13539.33763,0.093731723,-0.018318931,17.5293916,12493.05981,0.098731725,0.001024082,16.81892333,15012.97582,0.095773416,0.002606562,17.37150992,46067.42651,0.100781725,0.001345133,16.97248433,19100.28611,0.097140083,0.004739836,16.86783978,17335.30826
0.103057334,0.004654058,16.83166586,13727.10154,0.102149001,-0.018518001,17.54622615,11757.54627,0.107149003,0.001044754,16.8273406,15065.46907,0.104190696,0.002663118,17.3799272,36710.47002,0.109199003,0.001364151,17.01457072,19189.56772,0.105557363,0.004761177,16.88467434,16880.67806
0.111474612,0.004710671,16.84008314,13787.5336,0.110566279,-0.018690803,17.56306071,10943.31205,0.115566281,0.00105902,16.83575788,15201.01459,0.112607977,0.002696845,17.38834448,27313.92579,0.117616281,0.001379272,17.05665711,19124.5558,0.113974643,0.004781551,16.9015089,16823.37947
0.11989189,0.004758577,16.84850042,13963.60038,0.118983557,-0.01887706,17.57989526,10492.00665,0.123983559,0.001067982,16.84417516,15333.40896,0.121025257,0.002704657,17.39676176,22884.85768,0.126033559,0.00139115,17.0987435,18862.84637,0.122391924,0.004795921,16.91834346,18754.06374
0.128309168,0.004799833,16.8569177,14184.53532,0.127400835,-0.019075498,17.59672982,10113.75884,0.132400837,0.001072186,16.85259244,15404.53543,0.129442537,0.00271343,17.40517905,23008.31383,0.134450837,0.001399432,17.14082989,18816.43452,0.130809204,0.00480497,16.93517802,18969.86572
0.136726446,0.004830926,16.86533498,14295.02955,0.135818113,-0.019284575,17.61356437,10249.01204,0.140818115,0.001072964,16.86100972,15419.95323,0.137859817,0.002711304,17.41359633,23106.60525,0.142868115,0.00140215,17.18291628,18783.15997,0.139226484,0.00479878,16.95201258,18534.19573
0.145143724,0.004853888,16.87375225,14435.68345,0.144235391,-0.019477401,17.63039893,11213.49567,0.149235393,0.001072397,16.869427,15430.15067,0.146277098,0.002699508,17.42201361,23135.60333,0.151285393,0.001400255,17.22500267,18973.52112,0.147643764,0.004785188,16.96884714,19063.02852
0.153561002,0.004872123,16.88216953,14550.92495,0.152652668,-0.019690844,17.64723349,11893.18426,0.157652672,0.001071039,16.87784427,15452.14646,0.154694378,0.002631015,17.43043089,25776.73564,0.159702672,0.001398515,17.26708906,18905.61923,0.156061045,0.004724361,16.9856817,20026.05452
0.16197828,0.004886599,16.89058681,14607.55393,0.161069946,-0.019856626,17.66406804,12445.13678,0.16606995,0.001067145,16.88626155,15486.46525,0.163111658,0.002548236,17.43884817,28326.1262,0.16811995,0.001398029,17.30917545,19219.90473,0.164478325,0.004631334,17.00251626,20931.11064
0.170395557,0.00489821,16.89900409,14752.63335,0.169487224,-0.020019111,17.6809026,12194.24963,0.174487228,0.00106069,16.89467883,15562.00626,0.171528938,0.002507046,17.44726545,30293.76963,0.176537228,0.001398651,17.35126184,19420.13931,0.172895605,0.004548976,17.01935082,21039.03588
0.178812835,0.004907788,16.90742137,14944.47335,0.177904502,-0.02017916,17.69773715,11869.5765,0.182904506,0.001055672,16.90309611,15661.50772,0.179946219,0.002477144,17.45568273,29525.85196,0.184954506,0.001399228,17.39334823,19282.51926,0.181312885,0.004476391,17.03618538,19835.93562
0.187230113,0.004915595,16.91583864,15069.91128,0.18632178,-0.020367286,17.71457171,10932.08361,0.191321784,0.001053555,16.91151339,15741.86431,0.188363499,0.002453227,17.46410001,30399.32428,0.193371784,0.001399552,17.43543462,18796.49084,0.189730166,0.004389267,17.05301994,19380.50071
0.195647391,0.004921432,16.92425592,15154.35355,0.194739058,-0.020578164,17.73140626,10467.99441,0.199739062,0.001051905,16.91993066,15799.84942,0.196780779,0.002424936,17.47251729,29425.47474,0.201789062,0.001399653,17.47752101,18546.80038,0.198147446,0.00430977,17.0698545,19501.91006
0.204064669,0.004923695,16.9326732,15159.73928,0.203156336,-0.020705137,17.74824082,10296.62051,0.20815634,0.001050511,16.92834794,15921.55412,0.205198059,0.002392711,17.48093457,27823.17732,0.21020634,0.001396695,,,0.206564726,0.004260085,17.08668906,24310.21757
0.212481947,0.004923789,16.94109048,15163.68058,0.211573613,-0.020795577,17.76507538,10302.72486,0.216573618,0.00104803,16.93676522,15997.56167,0.21361534,0.002360988,17.48935185,26122.35218,0.218623618,0.00139142,,,0.214982006,0.00421926,17.10352362,31205.02352
0.220899225,0.004920617,16.94950776,15183.75162,0.219990891,-0.020871475,17.78190993,10214.87461,0.224990896,0.001044583,16.9451825,16023.20991,0.22203262,0.002324661,17.49776913,24032.0355,0.227040896,0.001384979,,,0.223399287,0.004148458,17.12035818,29952.0958
0.229316503,0.004913823,16.95792503,15169.29474,0.228408169,-0.02094138,17.79874449,9943.088959,0.233408174,0.001039267,16.95359978,16077.65234,0.2304499,0.002284249,17.50618641,21660.69951,0.235458174,0.001378986,,,0.231816567,0.004051011,17.13719274,26670.21179
0.23773378,0.00490797,16.96634231,15214.50347,0.236825447,-0.021006119,17.81557904,10291.15583,0.241825452,0.00103354,16.96201705,16114.75803,0.23886718,0.002243931,17.51460369,19925.99365,0.243875452,0.001373029,,,0.240233847,0.003954144,17.1540273,24538.2535
0.246151058,0.004902564,16.97475959,15232.50242,0.245242725,-0.021040359,17.8324136,17192.69401,0.25024273,0.001026844,16.97043433,16128.22933,0.247284461,0.0022071,17.52302097,18818.99679,0.25229273,0.001366777,,,0.248651127,0.00384922,17.17086186,22392.62841
0.254568336,0.004897434,16.98317687,15236.61034,0.253660003,-0.021069303,17.84924815,40926.32078,0.258660008,0.001020625,16.97885161,16149.17126,0.255701741,0.002173359,17.53143825,17708.73505,0.260710008,0.001361524,,,0.257068408,0.003739985,17.18769643,20806.56066
0.262985614,0.004892485,16.99159414,15259.15884,0.262077281,-0.021093865,17.86608271,67365.80417,0.267077286,0.001015232,16.98726889,16196.04859,0.264119021,0.002140093,17.53985553,20277.29503,0.269127286,0.001356741,,,0.265485688,0.003709391,17.20453099,19231.20695
0.271402892,0.004887693,17.00001142,15312.47927,0.270494559,-0.021110345,17.88291727,54044.21796,0.275494564,0.001010566,16.99568617,16224.7839,0.272536301,0.002095403,17.54827281,24101.8344,0.277544564,0.001352363,,,0.273902968,0.003733985,17.22136555,18518.93137
0.27982017,0.004882981,17.0084287,15388.20935,0.278911836,-0.021124513,17.89975182,34396.649,0.283911842,0.0010067,17.00410344,16238.52967,0.280953582,0.002038451,17.55669009,28276.465,0.285961842,0.001347719,,,0.282320248,0.003768313,17.23820011,18371.77049
0.288237448,0.004879177,17.01684598,15504.31507,0.287329114,-0.021136714,17.91658638,24523.94963,0.29232912,0.001004047,17.01252072,16233.06001,0.289370862,0.001970751,17.56510737,31717.49887,0.29437912,0.001341577,,,0.290737529,0.003785265,17.25503467,19209.65879
0.296654726,0.004875217,17.02526326,15578.54631,0.295746392,-0.021197064,17.93342093,25450.42542,0.300746398,0.001002003,17.020938,16210.17803,0.297788142,0.001841167,17.57352465,33502.32239,0.302796398,0.001335388,,,0.299154809,0.00378673,17.27186923,20431.36222
0.305072003,0.00487111,17.03368053,15660.08842,0.30416367,-0.021265666,17.95025549,22739.04987,0.309163676,0.000999997,17.02935528,16172.65595,0.306205422,0.001741409,17.58194193,32611.83147,0.311213676,0.001331699,,,0.307572089,0.003758622,17.28870379,21003.60602
0.313489281,0.004866314,17.04209781,15759.86559,0.312580948,-0.021326162,17.96709004,18692.70384,0.317580954,0.000998018,17.03777256,16139.89232,0.314622703,0.001724445,17.59035921,29138.4803,0.319630954,0.001330581,,,0.315989369,0.003680989,17.30553835,20626.01635
0.321906559,0.004861786,17.05051509,15848.88577,0.320998226,-0.021379399,17.9839246,16382.32335,0.325998232,0.000996267,17.04618983,16160.94196,0.323039983,0.001747607,17.59877649,30008.47234,0.328048232,0.001330161,,,0.32440665,0.003577115,17.32237291,19135.90262
0.330323837,0.004856962,17.05893237,15909.20935,0.329415504,-0.021471773,18.00075916,13631.28109,0.334415511,0.000992855,17.05460711,16202.23486,0.331457263,0.001775079,17.60719377,30361.95599,0.336465511,0.001330294,,,0.33282393,0.003479613,17.33920747,18321.04119
0.338741115,0.004851873,17.06734965,15913.62511,0.337832782,-0.021562625,18.01759371,25873.80057,0.342832789,0.00098922,17.06302439,16246.65324,0.339874543,0.001805233,17.61561105,30483.70172,0.344882789,0.001330265,,,0.34124121,0.00342247,17.35604203,19221.51638
0.347158393,0.004845656,17.07576692,15922.96387,0.346250059,-0.021585993,18.03442827,27680.78697,0.351250067,0.00098633,17.07144167,16293.01074,0.348291824,0.001837488,17.62402833,29857.48053,0.353300067,0.001330088,,,0.34965849,0.003404235,17.37287659,20373.41528
0.355575671,0.004839058,17.0841842,16001.34203,0.354667337,-0.021544281,18.05126282,24562.68764,0.359667345,0.000983732,17.07985895,16324.23377,0.356709104,0.001862435,17.63244561,27460.73001,0.361717345,0.001327794,,,0.358075771,0.003427519,17.38971115,21082.65182
0.363992949,0.004832135,17.09260148,16285.93459,0.363084615,-0.02151211,18.06809738,21497.90279,0.368084623,0.000981386,17.08827622,16340.94106,0.365126384,0.001880889,17.64086289,26389.62166,0.370134623,0.001323595,,,0.366493051,0.003484359,17.40654571,20141.98809
0.372410226,0.004825571,17.10101876,16514.35709,0.371501893,-0.021489045,18.08493193,18600.49186,0.376501901,0.000979138,17.0966935,16342.38682,0.373543664,0.00189022,17.64928017,27367.48716,0.378551901,0.001318427,,,0.374910331,0.003563408,17.42338027,19219.31575
0.380827504,0.004819932,17.10943603,16660.40195,0.379919171,-0.021489088,18.10176649,24635.47605,0.384919179,0.000975968,17.10511078,16314.88556,0.381960945,0.001894614,17.65769745,29725.27736,0.386969179,0.001314698,,,0.383327611,0.003627078,17.44021483,21211.8745
0.389244782,0.004816008,17.11785331,16710.77578,0.388336449,-0.021542262,18.11860105,25463.6741,0.393336457,0.00097198,17.11352806,16309.13302,0.390378225,0.001888677,17.66611473,31535.05487,0.395386457,0.001312936,,,0.391744892,0.003676902,17.45704939,23722.92628
0.39766206,0.004811851,17.12627059,16626.67858,0.396753727,-0.021607452,18.1354356,20546.74072,0.401753735,0.00096527,17.12194534,16318.43169,0.398795505,0.001873637,17.67453201,32630.33604,0.403803735,0.001311424,,,0.400162172,0.003702628,17.47388395,24389.81414
0.406079338,0.00480747,17.13468787,16550.74979,0.405171005,-0.021667836,18.15227016,19226.09383,0.410171013,0.000960393,17.13036261,16335.10384,0.407212785,0.001835076,17.68294929,32216.31352,0.412221013,0.001310115,,,0.408579452,0.003666469,17.49071851,20461.22304
0.414496616,0.004802044,17.14310515,16486.64119,0.413588282,-0.021723847,18.16910471,18835.34421,0.418588291,0.000957232,17.13877989,16334.88306,0.415630066,0.001816853,17.69136657,30527.14163,0.420638291,0.001308379,,,0.416996732,0.003609822,17.50755307,18172.19367
0.422913894,0.004795121,17.15152242,16426.41593,0.42200556,-0.02177959,18.18593927,18272.96346,0.427005569,0.000954592,17.14719717,16311.53253,0.424047346,0.001811189,17.69978385,26186.86331,0.429055569,0.00130475,,,0.425414013,0.003509772,17.52438764,17817.08956
0.431331172,0.004789327,17.1599397,16353.94911,0.430422838,-0.021851484,18.20277382,19025.93277,0.435422847,0.000952237,17.15561445,16298.9859,0.432464626,0.001816443,17.70820113,21421.16051,0.437472847,0.00129982,,,0.433831293,0.003375679,,
0.439748449,0.004784039,17.16835698,16267.07157,0.438840116,-0.021890768,18.21960838,20759.01428,0.443840125,0.00095013,17.16403173,16299.79651,0.440881906,0.001827436,17.71661841,20380.92524,0.445890125,0.001294906,,,0.442248573,0.003272204,,
0.448165727,0.004778476,17.17677426,16219.27585,0.447257394,-0.021863272,18.23644294,22489.92912,0.452257403,0.000950836,17.172449,16307.49089,0.449299187,0.001857054,17.72503569,25301.75475,0.454307403,0.001290449,,,0.450665853,0.003253202,,
0.456583005,0.004772929,17.18519154,16176.02863,0.455674672,-0.021847177,18.25327749,25324.89566,0.460674681,0.00095158,17.18086628,16351.33325,0.457716467,0.001906806,17.73345297,30729.06629,0.462724681,0.001286001,,,0.459083134,0.003248066,,
0.465000283,0.004769815,17.19360881,16135.79176,0.46409195,-0.021841841,18.27011205,30221.22559,0.469091959,0.000952047,17.18928356,16428.76687,0.466133747,0.00194679,17.74187026,36411.55927,0.471141959,0.001281852,,,0.467500414,0.003242418,,
0.473417561,0.004767566,17.20202609,16095.09567,0.472509228,-0.021860077,18.2869466,30186.52787,0.477509237,0.000952268,17.19770084,16505.44475,0.474551027,0.001977918,17.75028754,41640.09977,0.479559237,0.001277971,,,0.475917694,0.003236189,,
0.481834839,0.004765167,17.21044337,16107.51756,0.480926505,-0.02189861,,,0.485926515,0.000950836,17.20611812,16582.93092,0.482968308,0.001994298,17.75870482,45800.02946,0.487976515,0.001273828,,,0.484334974,0.003226852,,
0.490252117,0.004762628,17.21886065,16156.62267,0.489343783,-0.021907636,,,0.494343793,0.000948582,17.2145354,16639.5894,0.491385588,0.002002919,17.7671221,49308.56766,0.496393793,0.001269777,,,0.492752255,0.003207805,,
0.498669395,0.004757654,17.22727792,16213.18606,0.497761061,-0.021921546,,,0.502761071,0.000943674,17.22295267,16626.58638,0.499802868,0.002004827,17.77553938,68409.0001,0.504811071,0.001267847,,,0.501169535,0.003197217,,
0.507086672,0.004753555,17.2356952,16259.79638,0.506178339,-0.021940084,,,0.51117835,0.000938505,17.23136995,16572.76665,0.508220148,0.001986835,17.78395666,95623.49948,0.51322835,0.001267713,,,0.509586815,0.003217266,,
0.51550395,0.004749561,17.24411248,16323.51992,0.514595617,-0.021975019,,,0.519595628,0.000935905,17.23978723,16527.22836,0.516637429,0.001984093,17.79237394,100821.2455,0.521645628,0.001267768,,,0.518004095,0.003266182,,
0.523921228,0.004745649,17.25252976,16390.16248,0.523012895,-0.022015363,,,0.528012906,0.000934396,17.24820451,16519.28979,0.525054709,0.00198738,17.80079122,86405.84863,0.530062906,0.001267252,,,0.526421376,0.003300015,,
0.532338506,0.004741498,17.26094704,16470.94985,0.531430173,-0.022013789,,,0.536430184,0.000931324,17.25662179,16468.94348,0.533471989,0.001975694,17.8092085,71524.52297,0.538480184,0.00126623,,,0.534838656,0.003320195,,
0.540755784,0.004737775,17.26936431,16555.23697,0.539847451,-0.021975922,,,0.544847462,0.000926858,17.26503906,16442.09395,0.541889269,0.001950682,17.81762578,57215.97322,0.546897462,0.001265602,,,0.543255936,0.003312387,,
0.549173062,0.004734436,17.27778159,16637.30848,0.548264728,-0.021925252,,,0.55326474,0.000921609,17.27345634,16419.75298,0.55030655,0.001899762,17.82604306,45635.22898,0.55531474,0.001265169,,,0.551673216,0.003268768,,
0.55759034,0.004731123,17.28619887,16732.77807,0.556682006,-0.021881381,,,0.561682018,0.000919853,17.28187362,16405.80706,0.55872383,0.001834826,17.83446034,38640.19809,0.563732018,0.001265031,,,0.560090497,0.003220021,,
0.566007617,0.004727805,17.29461615,16769.6944,0.565099284,-0.021843659,,,0.570099296,0.000921022,17.2902909,16374.31791,0.56714111,0.001792389,17.84287762,33401.25519,0.572149296,0.001264786,,,0.568507777,0.00319481,,
0.574424895,0.004724482,17.30303343,16702.25699,0.573516562,-0.021829119,,,0.578516574,0.000922817,17.29870818,16318.17571,0.57555839,0.001781447,17.8512949,29408.70631,0.580566574,0.001264443,,,0.576925057,0.00317902,,
0.582842173,0.004720447,17.3114507,16597.17083,0.58193384,-0.021819053,,,0.586933852,0.000924934,17.30712545,16266.65933,0.583975671,0.001772188,17.85971218,29218.57111,0.588983852,0.00126327,,,0.585342337,0.003171336,,
0.591259451,0.004716333,17.31986798,16448.95516,0.590351118,-0.021790711,,,0.59535113,0.000927134,17.31554273,16244.1876,0.592392951,0.001764104,17.86812946,34544.25411,0.59740113,0.001262153,,,0.593759618,0.003183337,,
0.599676729,0.00471216,17.32828526,16377.38957,0.598768396,-0.021751797,,,0.603768408,0.000928667,17.32396001,16209.84975,0.600810231,0.001762139,17.87654674,39078.67005,0.605818408,0.001261094,,,0.602176898,0.003208942,,
0.608094007,0.004707407,17.33670254,16364.94523,0.607185674,-0.021701671,,,0.612185686,0.000929608,17.33237729,16210.14423,0.609227511,0.001775325,17.88496402,39425.16055,0.614235686,0.001259247,,,0.610594178,0.003234773,,
0.616511285,0.004702554,17.34511982,16354.09032,0.615602951,-0.021655624,,,0.620602964,0.000928916,17.34079457,16239.03053,0.617644792,0.001789221,17.8933813,34799.72414,0.622652964,0.001256116,,,0.619011458,0.003260671,,
0.624928563,0.004697901,17.35353709,16328.06118,0.624020229,-0.021618364,,,0.629020242,0.000928114,17.34921184,16248.45473,0.626062072,0.001798225,17.90179858,29230.61126,0.631070242,0.001253022,,,0.627428739,0.003319379,,
0.63334584,0.004692125,17.36195437,16253.70936,0.632437507,-0.021588857,,,0.63743752,0.000927232,17.35762912,16258.36661,0.634479352,0.00180289,17.91021586,27248.82497,0.63948752,0.001250849,,,0.635846019,0.003380483,,
0.641763118,0.004686009,17.37037165,16156.11739,0.640854785,-0.021561278,,,0.645854798,0.000926016,17.3660464,16254.6568,0.642896632,0.001771925,17.91863314,27394.62881,0.647904798,0.00124965,,,0.644263299,0.003433336,,
0.650180396,0.004680381,17.37878893,16118.58783,0.649272063,-0.021543531,,,0.654272076,0.000924814,17.37446368,16250.96946,0.651313913,0.001716075,17.92705042,27619.74904,0.656322076,0.001248717,,,0.652680579,0.003478856,,
0.658597674,0.00467559,17.3872062,16128.51767,0.657689341,-0.021534459,,,0.662689354,0.000923628,17.38288096,16237.3732,0.659731193,0.001684332,17.9354677,26928.74558,0.664739354,0.001247863,,,0.66109786,0.003546844,,
0.667014952,0.004671462,17.39562348,16171.11933,0.666106619,-0.021572055,,,0.671106632,0.000921538,17.39129823,16225.43017,0.668148473,0.001698665,17.94388498,27816.43885,0.673156632,0.001247079,,,0.66951514,0.0036068,,
0.67543223,0.004667654,17.40404076,16173.58863,0.674523896,-0.021623168,,,0.67952391,0.000917491,17.39971551,16205.74679,0.676565753,0.001710385,17.95230226,29543.37339,0.68157391,0.001244807,,,0.67793242,0.003653231,,
0.683849508,0.004663949,17.41245804,16158.87705,0.682941174,-0.021655929,,,0.687941189,0.000914222,17.40813279,16204.28885,0.684983034,0.001719331,17.96071954,31781.26195,0.689991189,0.00124149,,,0.6863497,0.003687755,,
0.692266786,0.004660331,17.42087532,16152.85069,0.691358452,-0.021650318,,,0.696358467,0.000912244,17.41655007,16212.10098,0.693400314,0.001719195,17.96913682,41144.11716,0.698408467,0.001238803,,,0.694766981,0.0037048,,
0.700684063,0.00465681,17.42929259,16155.53593,0.69977573,-0.021633987,,,0.704775745,0.000911445,17.42496735,16215.37321,0.701817594,0.001727586,17.9775541,55490.27169,0.706825745,0.001236683,,,0.703184261,0.003670702,,
0.709101341,0.004653133,17.43770987,16161.19828,0.708193008,-0.021614758,,,0.713193023,0.000911158,17.43338462,16164.57687,0.710234874,0.001738734,17.98597138,65261.59308,0.715243023,0.001235076,,,0.711601541,0.003561297,,
0.717518619,0.004649315,17.44612715,16146.53917,0.716610286,-0.021597042,,,0.721610301,0.0009101,17.4418019,16102.74284,0.718652155,0.001749607,17.99438866,67314.40471,0.723660301,0.001235065,,,0.720018821,0.003421539,,
0.725935897,0.004644255,17.45454443,16127.30088,0.725027564,-0.021580695,,,0.730027579,0.000908352,17.45021918,16123.32394,0.727069435,0.001760207,18.00280594,53330.64842,0.732077579,0.001234691,,,0.728436102,0.003343716,,
0.734353175,0.004641192,17.46296171,16106.96643,0.733444842,-0.021545235,,,0.738444857,0.00090662,17.45863646,16181.41341,0.735486715,0.001785987,18.01122322,43652.80062,0.740494857,0.001233979,,,0.736853382,0.003391054,,
0.742770453,0.004640888,17.47137898,16081.8342,0.741862119,-0.02150908,,,0.746862135,0.000904922,17.46705374,16229.55975,0.743903995,0.001810322,18.0196405,40307.81291,0.748912135,0.001232576,,,0.745270662,0.003435846,,
0.751187731,0.004640634,17.47979626,16058.80244,0.750279397,-0.02150142,,,0.755279413,0.000903539,17.47547101,16301.96013,0.752321276,0.001830879,18.02805778,39913.08177,0.757329413,0.001229381,,,0.753687942,0.003470313,,
0.759605009,0.00464001,17.48821354,15988.18777,0.758696675,-0.021519012,,,0.763696691,0.000902516,17.48388829,16294.16558,0.760738556,0.00184811,18.03647506,40962.34234,0.765746691,0.001226581,,,0.762105223,0.00349568,,
0.768022286,0.004638748,17.49663082,15945.83356,0.767113953,-0.021562369,,,0.772113969,0.000901754,17.49230557,16223.68508,0.769155836,0.001840255,18.04489234,39826.69243,0.774163969,0.001223857,,,0.770522503,0.003468633,,
0.776439564,0.004636924,17.50504809,15883.64452,0.775531231,-0.021643934,,,0.780531247,0.000901104,17.50072285,16130.75002,0.777573116,0.001813318,18.05330962,37926.79569,0.782581247,0.001221197,,,0.778939783,0.00344509,,
0.784856842,0.004633028,17.51346537,15797.56578,0.783948509,-0.021743067,,,0.788948525,0.000900514,17.50914013,16109.71651,0.785990397,0.001783257,18.0617269,35684.77519,0.790998525,0.001217104,,,0.787357063,0.003425182,,
0.79327412,0.00462952,17.52188265,15767.0963,0.792365787,-0.021806572,,,0.797365803,0.000899976,17.5175574,16159.58644,0.794407677,0.001768393,18.07014418,32643.39407,0.799415803,0.001212582,,,0.795774344,0.003407593,,
0.801691398,0.004626166,17.53029993,15788.90604,0.800783065,-0.021826627,,,0.805783081,0.000899147,17.52597468,16213.92892,0.802824957,0.001759627,18.07856147,33830.43405,0.807833081,0.001211498,,,0.804191624,0.003392033,,
0.810108676,0.004622578,17.53871721,15811.09139,0.809200342,-0.021847469,,,0.814200359,0.000897692,17.53439196,16302.30369,0.811242237,0.001752603,18.08697875,44322.87808,0.816250359,0.001211747,,,0.812608904,0.003375757,,
0.818525954,0.00461878,17.54713448,15801.69735,0.81761762,-0.021869424,,,0.822617637,0.00089547,17.54280924,16411.65073,0.819659518,0.001747075,18.09539603,63145.11233,0.824667637,0.00121252,,,0.821026184,0.003365195,,
0.826943232,0.004615318,17.55555176,15858.26778,0.826034898,-0.021903556,,,0.831034915,0.000892928,17.55122652,16483.85167,0.828076798,0.001740817,18.10381331,81447.71054,0.833084915,0.001213126,,,0.829443465,0.003348956,,
0.835360509,0.004612154,17.56396904,15925.14951,0.834452176,-0.02192395,,,0.839452193,0.000890367,17.5596438,16318.43609,0.836494078,0.001733897,18.11223059,86981.11385,0.841502193,0.00121358,,,0.837860745,0.003327628,,
0.843777787,0.004609614,17.57238632,16006.26745,0.842869454,-0.021896559,,,0.847869471,0.000888486,17.56806107,16179.32403,0.844911358,0.001720584,18.12064787,84996.74338,0.849919471,0.001213715,,,0.846278025,0.003294298,,
0.852195065,0.00460812,17.5808036,16142.98548,0.851286732,-0.021865986,,,0.856286749,0.000887601,17.57647835,16123.74688,0.853328639,0.001710633,18.12906515,112106.1773,0.858336749,0.00121252,,,0.854695305,0.00325766,,
0.860612343,0.004606202,17.58922087,16335.30847,0.85970401,-0.021824591,,,0.864704028,0.000886912,17.58489563,16120.39251,0.861745919,0.001710619,18.13748243,144521.1967,0.866754028,0.001209826,,,0.863112586,0.003259418,,
0.869029621,0.004603897,17.59763815,16495.33308,0.868121288,-0.021789977,,,0.873121306,0.000886177,17.59331291,16154.00325,0.870163199,0.001713025,18.14589971,183408.7725,0.875171306,0.001207204,,,0.871529866,0.00329063,,
0.877446899,0.004600684,17.60605543,16644.72619,0.876538565,-0.021761467,,,0.881538584,0.000885399,17.60173019,16200.99261,0.878580479,0.00171276,18.15431699,204333.9944,0.883588584,0.00120466,,,0.879947146,0.003324458,,
0.885864177,0.004596707,17.61447271,16449.07726,0.884955843,-0.021760685,,,0.889955862,0.000884034,17.61014746,16205.75782,0.88699776,0.001710104,18.16273427,186768.0364,0.892005862,0.001201194,,,0.888364426,0.003357827,,
